Fila;NRO_OPERACION;NRO_CUOTA;FEC_PAGO;HORA;MTO_CAPITAL;MTO_INTERES;MTO_INT_DOCUMENTADO;MTO_INT_MORATORIO;MTO_INT_MOR_INTERES;MTO_INT_MOR_ADELANTADO;MTO_INT_PUNITORIO;MTO_CARGO;MTO_IMPUESTO;MTO_GAS_ADMINISTRATIVOS;MTO_HONORARIO;MTO_INT_DESCONTADO;MONTO;DIA_MORA;NRO_CTA_RENOVADA;MTO_INT_MOR_CAL;MTO_INT_MOR_INT_CAL;MTO_INT_MOR_ADE_CAL;MTO_INT_PUN_CAL;MTO_CARGO_CAL;MTO_CAR_IVA_CAL;MTO_IMPUESTO_CAL;SAL_CAPITAL;SAL_INTERES
1;571446-0093;15;11/09/2025;00:00:00;893534;455565;0;34005;0;0;10201;0;0;0;0;0;1393305;40;;0;0;0;0;0;0;0;0;0
2;479135-0271;8;11/09/2025;00:00:00;461213;244887;0;17411;0;0;5223;0;0;0;0;0;728734;60;;0;0;0;0;0;0;0;0;0
3;629723-0035;12;11/09/2025;00:00:00;225572;3334;0;7676;0;0;2303;0;0;0;0;0;238885;68;;0;0;0;0;0;0;0;0;0
4;598906-0048;13;11/09/2025;00:00:00;506343;272110;0;27214;0;0;8164;0;0;0;0;0;813831;58;;0;0;0;0;0;0;0;0;0
5;452965-0248;16;11/09/2025;00:00:00;951274;411360;0;29007;0;0;8702;0;0;0;0;0;1400343;37;;0;0;0;0;0;0;0;0;0
6;376977-0064;32;11/09/2025;00:00:00;366728;32760;0;9194;0;0;2758;0;0;0;0;0;411440;40;;0;0;0;0;0;0;0;0;0
7;408072-0116;6;11/09/2025;00:00:00;376457;128879;0;12889;0;0;3867;0;0;0;0;0;522092;40;;0;0;0;0;0;0;0;0;0
8;584491-0026;10;11/09/2025;00:00:00;273385;12314;0;71856;0;0;21556;0;0;0;0;0;379111;199;;0;0;0;0;0;0;0;0;0
9;584491-0026;11;11/09/2025;00:00:00;277430;8269;0;0;0;0;0;0;0;0;0;0;285699;171;;0;0;0;0;0;0;0;0;0
10;584491-0026;12;11/09/2025;00:00:00;281529;4170;0;0;0;0;0;0;0;0;0;0;285699;140;;0;0;0;0;0;0;0;0;0
11;351824-0266;6;11/09/2025;00:00:00;54186;0;0;3919;0;0;1176;0;0;0;0;0;59281;71;;0;0;0;0;0;0;0;0;0
12;351824-0266;7;11/09/2025;00:00:00;54186;0;0;0;0;0;0;0;0;0;0;0;54186;40;;0;0;0;0;0;0;0;0;0
13;477955-0044;1;11/09/2025;00:00:00;119016;0;0;25322;0;0;7598;0;0;0;0;0;151936;132;;0;0;0;0;0;0;0;0;0
14;477955-0044;2;11/09/2025;00:00:00;119016;0;0;0;0;0;0;0;0;0;0;0;119016;101;;0;0;0;0;0;0;0;0;0
15;477955-0044;3;11/09/2025;00:00:00;119016;0;0;0;0;0;0;0;0;0;0;0;119016;71;;0;0;0;0;0;0;0;0;0
16;477955-0044;4;11/09/2025;00:00:00;119016;0;0;0;0;0;0;0;0;0;0;0;119016;40;;0;0;0;0;0;0;0;0;0
17;477955-0055;1;11/09/2025;00:00:00;252985;128680;0;66442;0;0;19932;0;0;0;0;0;468039;132;;0;0;0;0;0;0;0;0;0
18;477955-0055;2;11/09/2025;00:00:00;256728;124937;0;0;0;0;0;0;0;0;0;0;381665;101;;0;0;0;0;0;0;0;0;0
19;477955-0055;3;11/09/2025;00:00:00;260526;121139;0;0;0;0;0;0;0;0;0;0;381665;71;;0;0;0;0;0;0;0;0;0
20;477955-0055;4;11/09/2025;00:00:00;264381;117284;0;0;0;0;0;0;0;0;0;0;381665;40;;0;0;0;0;0;0;0;0;0
21;497070-0055;2;11/09/2025;00:00:00;169458;27943;0;20319;0;0;6095;0;0;0;0;0;223815;101;;0;0;0;0;0;0;0;0;0
22;497070-0055;3;11/09/2025;00:00:00;171826;25575;0;0;0;0;0;0;0;0;0;0;197401;71;;0;0;0;0;0;0;0;0;0
23;497070-0055;4;11/09/2025;00:00:00;174227;23174;0;0;0;0;0;0;0;0;0;0;197401;40;;0;0;0;0;0;0;0;0;0
24;351824-0277;6;11/09/2025;00:00:00;62189;426175;0;35322;0;0;10597;0;0;0;0;0;534283;71;;0;0;0;0;0;0;0;0;0
25;351824-0277;7;11/09/2025;00:00:00;63314;425050;0;0;0;0;0;0;0;0;0;0;488364;40;;0;0;0;0;0;0;0;0;0
26;508749-0114;5;11/09/2025;00:00:00;50919;0;0;3100;0;0;930;0;0;0;0;0;54949;101;;0;0;0;0;0;0;0;0;0
27;508749-0114;6;11/09/2025;00:00:00;50919;0;0;2179;0;0;654;0;0;0;0;0;53752;71;;0;0;0;0;0;0;0;0;0
28;508749-0114;7;11/09/2025;00:00:00;50919;0;0;1228;0;0;368;0;0;0;0;0;52515;40;;0;0;0;0;0;0;0;0;0
29;508749-0125;5;11/09/2025;00:00:00;134451;296022;0;25015;0;0;7504;0;0;0;0;0;462992;101;;0;0;0;0;0;0;0;0;0
30;508749-0125;6;11/09/2025;00:00:00;136771;293702;0;17585;0;0;5275;0;0;0;0;0;453333;71;;0;0;0;0;0;0;0;0;0
31;508749-0125;7;11/09/2025;00:00:00;139132;291341;0;9907;0;0;2972;0;0;0;0;0;443352;40;;0;0;0;0;0;0;0;0;0
32;140916-0208;8;11/09/2025;00:00:00;1718564;86439;0;20770;0;0;6231;0;0;0;0;0;1832004;63;;0;0;0;0;0;0;0;0;0
33;348664-0062;14;11/09/2025;00:00:00;658449;646052;0;34310;0;0;10293;0;0;0;0;0;1349104;40;;0;0;0;0;0;0;0;0;0
34;281037-0116;3;11/09/2025;00:00:00;305414;33025;0;13825;0;0;4148;0;0;0;0;0;356412;71;;0;0;0;0;0;0;0;0;0
35;569144-0028;22;11/09/2025;00:00:00;388001;119662;0;21725;0;0;6518;0;0;0;0;0;535906;71;;0;0;0;0;0;0;0;0;0
36;086784-0288;15;11/09/2025;00:00:00;122767;697704;0;31155;0;0;9347;0;0;0;0;0;860973;63;;0;0;0;0;0;0;0;0;0
37;553095-0033;31;11/09/2025;00:00:00;411700;46735;0;14645;0;0;4393;0;0;0;0;0;477473;53;;0;0;0;0;0;0;0;0;0
38;535365-0107;5;11/09/2025;00:00:00;0;118321;0;16676;0;0;5003;0;0;0;0;0;140000;73;;0;0;0;0;0;0;0;228178;104713
39;433203-0079;22;11/09/2025;00:00:00;328950;45867;0;47833;0;0;14350;0;0;0;0;0;437000;93;;0;0;0;0;0;0;0;634963;0
40;493784-0040;46;11/09/2025;00:00:00;278728;165345;0;27636;0;0;8291;0;0;0;0;0;480000;65;;0;0;0;0;0;0;0;127760;0
41;495102-0064;35;11/09/2025;00:00:00;371948;111498;0;9748;0;0;2925;0;0;0;0;0;496119;32;;0;0;0;0;0;0;0;0;0
42;091771-0327;34;11/09/2025;00:00:00;0;331120;0;41046;0;0;12314;0;0;0;0;0;384480;73;;0;0;0;0;0;0;0;633025;40672
43;091771-0316;35;11/09/2025;00:00:00;233552;0;0;4703;0;0;1411;0;0;0;0;0;239666;40;;0;0;0;0;0;0;0;0;0
44;044654-0329;29;11/09/2025;00:00:00;1102394;161741;0;128007;0;0;38401;0;0;0;0;0;1430543;89;;0;0;0;0;0;0;0;0;0
45;044654-0329;30;11/09/2025;00:00:00;1121422;142713;0;0;0;0;0;0;0;0;0;0;1264135;59;;0;0;0;0;0;0;0;0;0
46;408287-0075;8;11/09/2025;00:00:00;203754;37866;0;12326;0;0;3698;0;0;0;0;0;257644;98;;0;0;0;0;0;0;0;0;0
47;604692-0086;10;11/09/2025;00:00:00;219648;57475;0;5770;0;0;1731;0;0;0;0;0;284624;40;;0;0;0;0;0;0;0;0;0
48;500286-0112;11;11/09/2025;00:00:00;59081;0;0;1994;0;0;598;0;0;0;0;0;61673;56;;0;0;0;0;0;0;0;0;0
49;086784-0277;15;11/09/2025;00:00:00;57890;0;0;2198;0;0;659;0;0;0;0;0;60747;63;;0;0;0;0;0;0;0;0;0
50;406018-0444;7;11/09/2025;00:00:00;55165;0;0;1629;0;0;489;0;0;0;0;0;57283;40;;0;0;0;0;0;0;0;0;0
51;473960-0099;4;11/09/2025;00:00:00;186030;0;0;4485;0;0;1346;0;0;0;0;0;191861;40;;0;0;0;0;0;0;0;0;0
52;260690-0088;4;11/09/2025;00:00:00;281339;57494;0;7055;0;0;2117;0;0;0;0;0;348005;40;;0;0;0;0;0;0;0;0;0
53;338984-0147;15;11/09/2025;00:00:00;1288127;588873;0;53996;0;0;16199;0;0;0;0;0;1947195;50;;0;0;0;0;0;0;0;0;0
54;340907-0097;37;11/09/2025;00:00:00;1039012;274465;0;34546;0;0;10364;0;0;0;0;0;1358387;40;;0;0;0;0;0;0;0;0;0
