Fila;NRO_OPERACION;NRO_CUOTA;FEC_PAGO;HORA;MTO_CAPITAL;MTO_INTERES;MTO_INT_DOCUMENTADO;MTO_INT_MORATORIO;MTO_INT_MOR_INTERES;MTO_INT_MOR_ADELANTADO;MTO_INT_PUNITORIO;MTO_CARGO;MTO_IMPUESTO;MTO_GAS_ADMINISTRATIVOS;MTO_HONORARIO;MTO_INT_DESCONTADO;MONTO;DIA_MORA;NRO_CTA_RENOVADA;MTO_INT_MOR_CAL;MTO_INT_MOR_INT_CAL;MTO_INT_MOR_ADE_CAL;MTO_INT_PUN_CAL;MTO_CARGO_CAL;MTO_CAR_IVA_CAL;MTO_IMPUESTO_CAL;SAL_CAPITAL;SAL_INTERES
1;249930-0129;16;11/11/2025;00:00:00;680326;119071;0;33728;0;0;10118;0;0;0;0;0;843243;70;;0;0;0;0;0;0;0;0;0
2;239584-0114;3;11/11/2025;00:00:00;73558;13729;0;2009;0;0;603;0;0;0;0;0;89899;40;;0;0;0;0;0;0;0;0;0
3;183119-0147;8;11/11/2025;00:00:00;219365;0;0;6479;0;0;1944;0;0;0;0;0;227788;40;;0;0;0;0;0;0;0;0;0
4;241121-0112;8;11/11/2025;00:00:00;912161;291347;0;26378;0;0;7913;0;0;0;0;0;1237799;40;;0;0;0;0;0;0;0;0;0
5;567384-0039;26;11/11/2025;00:00:00;1614778;351858;0;70169;0;0;21051;0;0;0;0;0;2057856;70;;0;0;0;0;0;0;0;0;0
6;337242-0150;30;11/11/2025;00:00:00;203327;25875;0;13319;0;0;3996;0;0;0;0;0;246517;101;;0;0;0;0;0;0;0;0;0
7;337242-0149;31;11/11/2025;00:00:00;92150;0;0;3711;0;0;1113;0;0;0;0;0;96974;70;;0;0;0;0;0;0;0;0;0
8;574034-0051;5;11/11/2025;00:00:00;610123;366027;0;48620;0;0;14586;0;0;0;0;0;1039356;101;;0;0;0;0;0;0;0;0;0
9;493784-0040;48;11/11/2025;00:00:00;394224;146420;0;27197;0;0;8159;0;0;0;0;0;576000;69;;0;0;0;0;0;0;0;31189;0
10;284937-0161;37;11/11/2025;00:00:00;1410518;372601;0;66830;0;0;20049;0;0;0;0;0;1869998;57;;0;0;0;0;0;0;0;0;0
11;556359-0051;29;11/11/2025;00:00:00;1074526;165639;0;44725;0;0;13417;0;0;0;0;0;1298307;70;;0;0;0;0;0;0;0;0;0
12;556359-0051;30;11/11/2025;00:00:00;174522;146209;0;0;0;0;0;0;0;0;0;0;320731;47;;0;0;0;0;0;0;0;919434;0
13;556359-0040;30;11/11/2025;00:00:00;54892;0;0;1621;0;0;486;0;0;0;0;0;56999;40;;0;0;0;0;0;0;0;0;0
14;599392-0031;27;11/11/2025;00:00:00;191529;245231;0;18428;0;0;5528;0;0;0;0;0;460716;70;;0;0;0;0;0;0;0;0;0
15;599392-0042;27;11/11/2025;00:00:00;52375;0;0;2210;0;0;663;0;0;0;0;0;55248;70;;0;0;0;0;0;0;0;0;0
16;635742-0042;4;11/11/2025;00:00:00;109589;68338;0;10178;0;0;3054;0;0;0;0;0;191159;116;;0;0;0;0;0;0;0;0;0
17;635742-0031;4;11/11/2025;00:00:00;88812;0;0;6210;0;0;1863;0;0;0;0;0;96885;116;;0;0;0;0;0;0;0;0;0
18;578609-0039;6;11/11/2025;00:00:00;250432;55888;0;7813;0;0;2344;0;0;0;0;0;316477;40;;0;0;0;0;0;0;0;0;0
19;631122-0053;8;11/11/2025;00:00:00;359016;22683;0;10980;0;0;3294;0;0;0;0;0;395973;70;;0;0;0;0;0;0;0;0;0
20;141391-0338;23;11/11/2025;00:00:00;1476360;421010;0;45745;0;0;13723;0;0;0;0;0;1956838;40;;0;0;0;0;0;0;0;0;0
21;149779-0103;8;11/11/2025;00:00:00;272109;14334;0;11536;0;0;3461;0;0;0;0;0;301440;70;;0;0;0;0;0;0;0;0;0
22;392115-0044;3;11/11/2025;00:00:00;77001;0;0;3249;0;0;975;0;0;0;0;0;81225;70;;0;0;0;0;0;0;0;0;0
23;392115-0055;4;11/11/2025;00:00:00;94167;58722;0;2386;0;0;716;0;0;0;0;0;155991;40;;0;0;0;0;0;0;0;0;0
24;647840-0044;1;11/11/2025;00:00:00;489968;94424;0;15274;0;0;4582;0;0;0;0;0;604248;53;;0;0;0;0;0;0;0;0;0
25;645864-0051;2;11/11/2025;00:00:00;231424;57555;0;12794;0;0;3838;0;0;0;0;0;305611;101;;0;0;0;0;0;0;0;0;0
26;669134-0017;8;11/11/2025;00:00:00;273302;18449;0;11894;0;0;3568;0;0;0;0;0;307213;93;;0;0;0;0;0;0;0;0;0
27;670891-0059;1;11/11/2025;00:00:00;268689;51780;0;9798;0;0;2940;0;0;0;0;0;333207;62;;0;0;0;0;0;0;0;0;0
28;670891-0059;2;11/11/2025;00:00:00;272664;47805;0;5057;0;0;1517;0;0;0;0;0;327043;32;;0;0;0;0;0;0;0;0;0
29;609534-0073;7;11/11/2025;00:00:00;567769;193661;0;27990;0;0;8397;0;0;0;0;0;797817;70;;0;0;0;0;0;0;0;0;0
30;609534-0073;8;11/11/2025;00:00:00;91855;184328;0;0;0;0;0;0;0;0;0;0;276183;47;;0;0;0;0;0;0;0;485247;0
31;600641-0071;2;11/11/2025;00:00:00;318166;89646;0;23597;0;0;7079;0;0;0;0;0;438488;132;;0;0;0;0;0;0;0;0;0
