Fila;NRO_OPERACION;NRO_CUOTA;FEC_PAGO;HORA;MTO_CAPITAL;MTO_INTERES;MTO_INT_DOCUMENTADO;MTO_INT_MORATORIO;MTO_INT_MOR_INTERES;MTO_INT_MOR_ADELANTADO;MTO_INT_PUNITORIO;MTO_CARGO;MTO_IMPUESTO;MTO_GAS_ADMINISTRATIVOS;MTO_HONORARIO;MTO_INT_DESCONTADO;MONTO;DIA_MORA;NRO_CTA_RENOVADA;MTO_INT_MOR_CAL;MTO_INT_MOR_INT_CAL;MTO_INT_MOR_ADE_CAL;MTO_INT_PUN_CAL;MTO_CARGO_CAL;MTO_CAR_IVA_CAL;MTO_IMPUESTO_CAL;SAL_CAPITAL;SAL_INTERES
1;347483-0228;11;11/12/2025;00:00:00;663901;308699;0;14389;0;0;4317;0;0;0;0;0;991306;39;;0;0;0;0;0;0;0;0;0
2;468951-0101;24;11/12/2025;00:00:00;1856164;33562;0;79731;0;0;23919;0;0;0;0;0;1993376;70;;0;0;0;0;0;0;0;0;0
3;517390-0066;17;11/12/2025;00:00:00;100000;0;0;2778;0;0;833;0;0;0;0;0;103611;39;;0;0;0;0;0;0;0;0;0
4;572928-0068;9;11/12/2025;00:00:00;659388;110519;0;19237;0;0;5771;0;0;0;0;0;794915;39;;0;0;0;0;0;0;0;0;0
5;284937-0161;38;11/12/2025;00:00:00;1438342;344777;0;66830;0;0;20049;0;0;0;0;0;1869998;57;;0;0;0;0;0;0;0;0;0
6;553136-0048;39;11/12/2025;00:00:00;317191;187874;0;19428;0;0;5828;0;0;0;0;0;530321;54;;0;0;0;0;0;0;0;0;0
7;222889-0211;18;11/12/2025;00:00:00;949808;114832;0;22751;0;0;6825;0;0;0;0;0;1094216;39;;0;0;0;0;0;0;0;0;0
8;178155-0259;29;11/12/2025;00:00:00;410204;176821;0;13799;0;0;4140;0;0;0;0;0;604964;39;;0;0;0;0;0;0;0;0;0
9;547719-0095;24;11/12/2025;00:00:00;73326;145456;0;5143;0;0;1543;0;0;0;0;0;225468;39;;0;0;0;0;0;0;0;0;0
10;530359-0095;3;11/12/2025;00:00:00;713729;186761;0;22500;0;0;6750;0;0;0;0;0;929740;39;;0;0;0;0;0;0;0;0;0
11;542286-0037;10;11/12/2025;00:00:00;455341;20510;0;27691;0;0;8308;0;0;0;0;0;511850;70;;0;0;0;0;0;0;0;0;0
12;542286-0037;11;11/12/2025;00:00:00;462078;13773;0;0;0;0;0;0;0;0;0;0;475851;39;;0;0;0;0;0;0;0;0;0
13;434826-0093;14;11/12/2025;00:00:00;236717;18036;0;11558;0;0;3467;0;0;0;0;0;269778;92;;0;0;0;0;0;0;0;0;0
14;484627-0075;12;11/12/2025;00:00:00;108182;1868;0;4432;0;0;1330;0;0;0;0;0;115812;70;;0;0;0;0;0;0;0;0;0
15;549364-0040;8;11/12/2025;00:00:00;1160853;52288;0;59826;0;0;17948;0;0;0;0;0;1290915;100;;0;0;0;0;0;0;0;0;0
16;386390-0077;13;11/12/2025;00:00:00;502053;327165;0;13495;0;0;4048;0;0;0;0;0;846761;39;;0;0;0;0;0;0;0;0;0
17;459474-0084;9;11/12/2025;00:00:00;483822;29273;0;6841;0;0;2053;0;0;0;0;0;521989;39;;0;0;0;0;0;0;0;0;0
18;155130-0282;10;11/12/2025;00:00:00;349521;14856;0;11880;0;0;3564;0;0;0;0;0;379821;70;;0;0;0;0;0;0;0;0;0
19;419999-0114;11;11/12/2025;00:00:00;195930;284072;0;37900;0;0;11370;0;0;0;0;0;529272;131;;0;0;0;0;0;0;0;0;0
20;419999-0103;11;11/12/2025;00:00:00;64919;0;0;13304;0;0;3992;0;0;0;0;0;82215;131;;0;0;0;0;0;0;0;0;0
21;419999-0103;12;11/12/2025;00:00:00;64919;0;0;0;0;0;0;0;0;0;0;0;64919;100;;0;0;0;0;0;0;0;0;0
22;419999-0103;13;11/12/2025;00:00:00;64919;0;0;0;0;0;0;0;0;0;0;0;64919;70;;0;0;0;0;0;0;0;0;0
23;419999-0103;14;11/12/2025;00:00:00;64919;0;0;0;0;0;0;0;0;0;0;0;64919;39;;0;0;0;0;0;0;0;0;0
24;400100-0107;10;11/12/2025;00:00:00;196604;3388;0;5983;0;0;1795;0;0;0;0;0;207770;52;;0;0;0;0;0;0;0;0;0
25;348697-0161;12;11/12/2025;00:00:00;688614;78895;0;25570;0;0;7671;0;0;0;0;0;800750;64;;0;0;0;0;0;0;0;0;0
26;288524-0244;1;11/12/2025;00:00:00;173678;39592;0;16074;0;0;4822;0;0;0;0;0;234166;131;;0;0;0;0;0;0;0;0;0
27;432419-0095;3;11/12/2025;00:00:00;4002330;893194;0;99386;0;0;29816;0;0;0;0;0;5024726;39;;0;0;0;0;0;0;0;0;0
28;320503-0132;9;11/12/2025;00:00:00;100698;353287;0;10187;0;0;3056;0;0;0;0;0;467228;39;;0;0;0;0;0;0;0;0;0
29;320503-0121;9;11/12/2025;00:00:00;52259;0;0;1228;0;0;369;0;0;0;0;0;53856;39;;0;0;0;0;0;0;0;0;0
30;428197-0105;3;11/12/2025;00:00:00;181830;28764;0;4050;0;0;1215;0;0;0;0;0;215859;39;;0;0;0;0;0;0;0;0;0
31;597833-0057;22;11/12/2025;00:00:00;577672;401222;0;25103;0;0;7531;0;0;0;0;0;1011528;39;;0;0;0;0;0;0;0;0;0
32;578513-0057;26;11/12/2025;00:00:00;51191;0;0;1481;0;0;444;0;0;0;0;0;53116;39;;0;0;0;0;0;0;0;0;0
33;584327-0031;15;11/12/2025;00:00:00;1256425;222502;0;81037;0;0;24311;0;0;0;0;0;1584275;100;;0;0;0;0;0;0;0;0;0
34;587368-0046;10;11/12/2025;00:00:00;997326;508734;0;63543;0;0;19063;0;0;0;0;0;1588666;70;;0;0;0;0;0;0;0;0;0
35;646807-0020;12;11/12/2025;00:00:00;338810;5007;0;10851;0;0;3255;0;0;0;0;0;357923;64;;0;0;0;0;0;0;0;0;0
36;640717-0020;6;11/12/2025;00:00:00;211117;2080;0;3645;0;0;1093;0;0;0;0;0;217935;52;;0;0;0;0;0;0;0;0;0
37;640911-0059;9;11/12/2025;00:00:00;384643;64469;0;9118;0;0;2735;0;0;0;0;0;460965;39;;0;0;0;0;0;0;0;0;0
38;661530-0022;12;11/12/2025;00:00:00;192039;29320;0;15450;0;0;4635;0;0;0;0;0;241444;160;;0;0;0;0;0;0;0;114125;0
39;340907-0097;40;11/12/2025;00:00:00;1101719;211758;0;33683;0;0;10105;0;0;0;0;0;1357265;39;;0;0;0;0;0;0;0;0;0
40;650668-0013;9;11/12/2025;00:00:00;102946;6228;0;3230;0;0;969;0;0;0;0;0;113373;60;;0;0;0;0;0;0;0;0;0
