Fila;NRO_OPERACION;NRO_CUOTA;FEC_PAGO;HORA;MTO_CAPITAL;MTO_INTERES;MTO_INT_DOCUMENTADO;MTO_INT_MORATORIO;MTO_INT_MOR_INTERES;MTO_INT_MOR_ADELANTADO;MTO_INT_PUNITORIO;MTO_CARGO;MTO_IMPUESTO;MTO_GAS_ADMINISTRATIVOS;MTO_HONORARIO;MTO_INT_DESCONTADO;MONTO;DIA_MORA;NRO_CTA_RENOVADA;MTO_INT_MOR_CAL;MTO_INT_MOR_INT_CAL;MTO_INT_MOR_ADE_CAL;MTO_INT_PUN_CAL;MTO_CARGO_CAL;MTO_CAR_IVA_CAL;MTO_IMPUESTO_CAL;SAL_CAPITAL;SAL_INTERES
1;672349-0017;9;11/10/2025;00:00:00;294837;41149;0;5254;0;0;1576;0;0;0;0;0;342816;39;;0;0;0;0;0;0;0;0;0
2;676345-0022;3;11/10/2025;00:00:00;775243;31040;0;10338;0;0;3101;0;0;0;0;0;819722;39;;0;0;0;0;0;0;0;0;0
3;515121-0060;11;11/10/2025;00:00:00;789599;225167;0;80125;0;0;24037;0;0;0;0;0;1118928;131;;0;0;0;0;0;0;0;0;0
4;604852-0020;27;11/10/2025;00:00:00;51823;0;0;1218;0;0;365;0;0;0;0;0;53406;39;;0;0;0;0;0;0;0;0;0
5;670329-0017;10;11/10/2025;00:00:00;466579;18650;0;10422;0;0;3127;0;0;0;0;0;498778;49;;0;0;0;0;0;0;0;0;0
6;596470-0022;28;11/10/2025;00:00:00;291399;51001;0;42514;0;0;12754;0;0;0;0;0;397668;118;;0;0;0;0;0;0;0;0;0
7;596470-0022;29;11/10/2025;00:00:00;296669;45731;0;0;0;0;0;0;0;0;0;0;342400;88;;0;0;0;0;0;0;0;0;0
8;585371-0037;28;11/10/2025;00:00:00;358366;62721;0;15736;0;0;4721;0;0;0;0;0;441544;62;;0;0;0;0;0;0;0;0;0
9;487903-0046;7;11/10/2025;00:00:00;189622;0;0;5029;0;0;1509;0;0;0;0;0;196160;39;;0;0;0;0;0;0;0;0;0
10;141391-0338;22;11/10/2025;00:00:00;1450139;447231;0;44601;0;0;13380;0;0;0;0;0;1955351;39;;0;0;0;0;0;0;0;0;0
11;250039-0114;51;11/10/2025;00:00:00;135131;161781;0;6833;0;0;2050;0;0;0;0;0;305795;40;;0;0;0;0;0;0;0;0;0
12;555189-0051;14;11/10/2025;00:00:00;225283;114916;0;11483;0;0;3445;0;0;0;0;0;355127;56;;0;0;0;0;0;0;0;0;0
13;522763-0046;13;11/10/2025;00:00:00;411742;88980;0;14267;0;0;4280;0;0;0;0;0;519269;52;;0;0;0;0;0;0;0;0;0
14;335200-0226;26;11/10/2025;00:00:00;375948;496864;0;68916;0;0;20675;0;0;0;0;0;962403;131;;0;0;0;0;0;0;0;0;0
15;362912-0116;2;11/10/2025;00:00:00;1117937;58892;0;42656;0;0;12797;0;0;0;0;0;1232282;63;;0;0;0;0;0;0;0;0;0
16;222146-0145;19;11/10/2025;00:00:00;634633;505690;0;29242;0;0;8773;0;0;0;0;0;1178338;39;;0;0;0;0;0;0;0;0;0
17;323384-0103;1;11/10/2025;00:00:00;1031976;331993;0;27690;0;0;8307;0;0;0;0;0;1399966;39;;0;0;0;0;0;0;0;0;0
18;309906-0059;45;11/10/2025;00:00:00;187460;500787;0;83155;0;0;24947;0;0;0;0;0;796349;101;;0;0;0;0;0;0;0;0;0
19;309906-0059;46;11/10/2025;00:00:00;190695;497552;0;0;0;0;0;0;0;0;0;0;688247;70;;0;0;0;0;0;0;0;0;0
20;309906-0059;47;11/10/2025;00:00:00;193987;494260;0;0;0;0;0;0;0;0;0;0;688247;39;;0;0;0;0;0;0;0;0;0
21;408287-0075;9;11/10/2025;00:00:00;206936;34684;0;12326;0;0;3698;0;0;0;0;0;257644;98;;0;0;0;0;0;0;0;0;0
